動詞クラス,動詞,co_freq
（人との関わりに基づく）対象の性質,分かる,5568.0
（人との関わりに基づく）対象の性質,受ける,1242.0
（人との関わりに基づく）対象の性質,呼ぶ,192.0
（人との関わりに基づく）対象の性質,切れる,96.0
（人との関わりに基づく）対象の性質,要する,48.0
（人との関わりに基づく）対象の性質,頂ける,30.0
（人との関わりに基づく）対象の性質,言う,14.0
（人との関わりに基づく）対象の性質,役立つ,10.0
（人との関わりに基づく）対象の性質,取れる,9.0
（人との関わりに基づく）対象の性質,裏付ける,5.0
（人との関わりに基づく）対象の性質,耐える,4.0
（人との関わりに基づく）対象の性質,懸かる,1.0
非遂行,避ける,194.0
非遂行,残る,95.0
非遂行,誤る,62.0
非遂行,見落とす,50.0
非遂行,抜く,27.0
非遂行,落とす,12.0
非遂行,回避する,7.0
非遂行,終わる,5.0
非遂行,妨げる,4.0
非遂行,外す,4.0
非遂行,流す,2.0
非遂行,生かす,1.0
非意志的な運動・反応,反応する,456.0
非意志的な運動・反応,重合する,165.0
非意志的な運動・反応,逆転する,98.0
非意志的な運動・反応,振動する,87.0
非意志的な運動・反応,運転する,49.0
非意志的な運動・反応,上げる,30.0
非意志的な運動・反応,動作する,24.0
非意志的な運動・反応,戻す,21.0
非意志的な運動・反応,言う,14.0
非意志的な運動・反応,回る,12.0
非意志的な運動・反応,稼働する,10.0
非意志的な運動・反応,流れる,9.0
非意志的な運動・反応,出す,6.0
非意志的な運動・反応,差し引く,4.0
非意志的な運動・反応,打つ,3.0
非意志的な運動・反応,流す,2.0
非意志的な運動・反応,動く,2.0
非意志的な運動・反応,自転する,1.0
非意志的な運動・反応,回す,1.0
関係の変化,なる,22463.0
関係の変化,一致する,1363.0
関係の変化,係る,878.0
関係の変化,溶出する,772.0
関係の変化,入る,633.0
関係の変化,有効,568.0
関係の変化,満たす,510.0
関係の変化,繋がる,442.0
関係の変化,混合する,437.0
関係の変化,同様,401.0
関係の変化,同等,368.0
関係の変化,上回る,337.0
関係の変化,つながる,290.0
関係の変化,よる,254.0
関係の変化,因る,240.0
関係の変化,近い,234.0
関係の変化,入れる,179.0
関係の変化,かきあげる,172.0
関係の変化,分離する,169.0
関係の変化,分かれる,99.0
関係の変化,逆転する,98.0
関係の変化,切れる,96.0
関係の変化,乗る,84.0
関係の変化,取る,80.0
関係の変化,かかわる,79.0
関係の変化,進む,75.0
関係の変化,切る,69.0
関係の変化,寄与する,54.0
関係の変化,起因する,53.0
関係の変化,補充する,47.0
関係の変化,撹拌する,47.0
関係の変化,含める,37.0
関係の変化,押す,34.0
関係の変化,合わせる,24.0
関係の変化,溶け込む,23.0
関係の変化,関与する,22.0
関係の変化,超す,22.0
関係の変化,代入する,20.0
関係の変化,中和する,20.0
関係の変化,応じる,19.0
関係の変化,分解する,19.0
関係の変化,脱落する,18.0
関係の変化,ずれる,16.0
関係の変化,組む,14.0
関係の変化,関係する,12.0
関係の変化,回る,12.0
関係の変化,含有する,12.0
関係の変化,複合する,11.0
関係の変化,分ける,10.0
関係の変化,補足する,9.0
関係の変化,支持する,9.0
関係の変化,接続する,9.0
関係の変化,等しい,7.0
関係の変化,合致する,7.0
関係の変化,符合する,6.0
関係の変化,似る,6.0
関係の変化,越える,5.0
関係の変化,かみあわせる,5.0
関係の変化,整合する,4.0
関係の変化,揃える,4.0
関係の変化,差し引く,4.0
関係の変化,飽和する,3.0
関係の変化,除外する,3.0
関係の変化,超過する,3.0
関係の変化,合う,3.0
関係の変化,つなげる,3.0
関係の変化,詰まる,2.0
関係の変化,総合する,2.0
関係の変化,結合する,2.0
関係の変化,破る,2.0
関係の変化,溶ける,2.0
関係の変化,溢れる,2.0
関係の変化,数える,2.0
関係の変化,相違する,1.0
関係の変化,発する,1.0
関係の変化,抜ける,1.0
関係の変化,懸かる,1.0
関係の変化,埋まる,1.0
関係の変化,囲う,1.0
関係の変化,割れる,1.0
関係,なる,22463.0
関係,高い,16006.0
関係,する,5990.0
関係,低い,2376.0
関係,知る,2292.0
関係,違う,1467.0
関係,少ない,1211.0
関係,係る,878.0
関係,多い,842.0
関係,異なる,786.0
関係,有効,568.0
関係,満たす,510.0
関係,伴う,467.0
関係,併せる,463.0
関係,深い,450.0
関係,繋がる,442.0
関係,引き起こす,424.0
関係,同様,401.0
関係,同等,368.0
関係,つながる,290.0
関係,よる,254.0
関係,因る,240.0
関係,近い,234.0
関係,軽微,136.0
関係,不足する,129.0
関係,短い,119.0
関係,占める,105.0
関係,十分,102.0
関係,切れる,96.0
関係,均衡する,93.0
関係,該当する,91.0
関係,過大,88.0
関係,外れる,83.0
関係,かかわる,79.0
関係,割る,74.0
関係,切る,69.0
関係,厚い,66.0
関係,少量,55.0
関係,起因する,53.0
関係,長い,45.0
関係,基づく,40.0
関係,上げる,30.0
関係,抜く,27.0
関係,狭い,25.0
関係,代入する,20.0
関係,応じる,19.0
関係,微小,19.0
関係,限る,15.0
関係,上がる,14.0
関係,続く,13.0
関係,含有する,12.0
関係,相当する,10.0
関係,偏る,10.0
関係,取れる,9.0
関係,類似する,8.0
関係,欠ける,8.0
関係,等しい,7.0
関係,直結する,7.0
関係,急激,7.0
関係,微細,7.0
関係,著しい,6.0
関係,符合する,6.0
関係,及ぶ,6.0
関係,似る,6.0
関係,関連する,4.0
関係,整合する,4.0
関係,平衡する,3.0
関係,合う,3.0
関係,不十分,3.0
関係,つなげる,3.0
関係,適合する,2.0
関係,目立つ,2.0
関係,狭小,2.0
関係,当たる,2.0
関係,広い,2.0
関係,際立つ,1.0
関係,足る,1.0
関係,相違する,1.0
関係,発する,1.0
関係,由来する,1.0
関係,極端,1.0
関係,懸かる,1.0
関係,並ぶ,1.0
開始・終了,起こす,1474.0
開始・終了,受ける,1242.0
開始・終了,終了する,347.0
開始・終了,停止する,244.0
開始・終了,入れる,179.0
開始・終了,切れる,96.0
開始・終了,始まる,77.0
開始・終了,切る,69.0
開始・終了,再開する,69.0
開始・終了,開始する,36.0
開始・終了,上げる,30.0
開始・終了,開く,29.0
開始・終了,完了する,16.0
開始・終了,上がる,14.0
開始・終了,始める,13.0
開始・終了,落とす,12.0
開始・終了,止める,11.0
開始・終了,流れる,9.0
開始・終了,作動する,6.0
開始・終了,終わる,5.0
開始・終了,始動する,3.0
開始・終了,破る,2.0
開始・終了,流す,2.0
開始・終了,引く,2.0
開始・終了,止まる,1.0
開始・終了,懸かる,1.0
開始・終了,中止する,1.0
遂行,なす,327.0
遂行,達する,84.0
遂行,果たす,59.0
遂行,回る,12.0
遂行,塞ぐ,6.0
遂行,届く,1.0
進行状況の変化,進行する,4904.0
進行状況の変化,進める,125.0
進行状況の変化,進む,75.0
進行状況の変化,向かう,64.0
進行状況の変化,開ける,9.0
進行状況の変化,向上する,9.0
進行状況の変化,発展する,3.0
進行状況の変化,詰まる,2.0
進行状況の変化,動く,2.0
進歩を促す動作,促進する,231.0
進歩を促す動作,推進する,39.0
身体的動作,実施する,28066.0
身体的動作,用いる,7435.0
身体的動作,する,5990.0
身体的動作,使用する,4751.0
身体的動作,致す,215.0
身体的動作,適用する,93.0
身体的動作,取る,80.0
身体的動作,活用する,75.0
身体的動作,切る,69.0
身体的動作,運転する,49.0
身体的動作,役立てる,48.0
身体的動作,利用する,46.0
身体的動作,上げる,30.0
身体的動作,跳ね上がる,28.0
身体的動作,立てる,26.0
身体的動作,言う,14.0
身体的動作,上がる,14.0
身体的動作,食い込む,11.0
身体的動作,稼働する,10.0
身体的動作,さす,9.0
身体的動作,はらう,7.0
身体的動作,負荷する,6.0
身体的動作,頂く,5.0
身体的動作,使う,5.0
身体的動作,移す,4.0
身体的動作,働く,4.0
身体的動作,送る,3.0
身体的動作,揚げる,3.0
身体的動作,繰る,2.0
身体的動作,振る,2.0
身体的動作,当てる,2.0
身体的動作,引く,2.0
身体的動作,吸込む,2.0
身体的動作,動く,2.0
身体的動作,スイングする,2.0
身体的動作,かむ,2.0
身体的動作,立つ,1.0
身体的動作,生かす,1.0
身体的動作,渡る,1.0
身体的動作,止まる,1.0
身体的動作,懸かる,1.0
身体的動作,回す,1.0
身体的動作,吹き付ける,1.0
自然現象,する,5990.0
自然現象,経過する,1190.0
自然現象,入る,633.0
自然現象,崩れる,167.0
自然現象,切れる,96.0
自然現象,下がる,36.0
自然現象,行く,21.0
自然現象,回る,12.0
自然現象,流れる,9.0
自然現象,越える,5.0
自然現象,ばらつく,4.0
自然現象,重ねる,1.0
自然現象,過ぎる,1.0
自然現象,立つ,1.0
自然現象,来る,1.0
結果,違う,1467.0
結果,受ける,1242.0
結果,間違う,114.0
結果,外れる,83.0
結果,誤る,62.0
結果,早まる,37.0
結果,行く,21.0
結果,決まる,12.0
結果,食い込む,11.0
結果,及ぶ,6.0
結果,終わる,5.0
結果,取り外す,3.0
結果,当てる,2.0
結果,当たる,2.0
結果,決める,1.0
移動動作,循環する,353.0
移動動作,回転する,261.0
移動動作,回る,12.0
移動動作,流れる,9.0
移動動作,往復する,4.0
移動動作,流す,2.0
移動動作,走る,1.0
移動動作,巡回する,1.0
相手との関係の変化のための動作,取る,80.0
相手との関係の変化のための動作,向かう,64.0
相手との関係の変化のための動作,合わせる,24.0
相手との関係の変化のための動作,組む,14.0
相手との関係の変化のための動作,当たる,2.0
生成・消滅,ある,62097.0
生成・消滅,発生する,38941.0
生成・消滅,ない,8825.0
生成・消滅,する,5990.0
生成・消滅,出る,3008.0
生成・消滅,生じる,2001.0
生成・消滅,計算する,1889.0
生成・消滅,起こす,1474.0
生成・消滅,出来る,1280.0
生成・消滅,設定する,1208.0
生成・消滅,なくなる,1085.0
生成・消滅,設置する,1077.0
生成・消滅,生成する,631.0
生成・消滅,除く,525.0
生成・消滅,形成する,476.0
生成・消滅,分散する,407.0
生成・消滅,混在する,263.0
生成・消滅,滞留する,205.0
生成・消滅,入れる,179.0
生成・消滅,払う,166.0
生成・消滅,計画する,148.0
生成・消滅,算出する,136.0
生成・消滅,起きる,102.0
生成・消滅,起こる,92.0
生成・消滅,取る,80.0
生成・消滅,いる,75.0
生成・消滅,割る,74.0
生成・消滅,消失する,66.0
生成・消滅,想像する,60.0
生成・消滅,果たす,59.0
生成・消滅,もつ,48.0
生成・消滅,いえる,33.0
生成・消滅,上げる,30.0
生成・消滅,開く,29.0
生成・消滅,立てる,26.0
生成・消滅,常設する,26.0
生成・消滅,図る,26.0
生成・消滅,再発する,22.0
生成・消滅,消える,21.0
生成・消滅,ござる,19.0
生成・消滅,設計する,18.0
生成・消滅,有る,17.0
生成・消滅,かかる,17.0
生成・消滅,設ける,14.0
生成・消滅,組む,14.0
生成・消滅,上がる,14.0
生成・消滅,内在する,13.0
生成・消滅,とる,13.0
生成・消滅,落とす,12.0
生成・消滅,発熱する,12.0
生成・消滅,顕著,11.0
生成・消滅,巻く,11.0
生成・消滅,介在する,11.0
生成・消滅,無くなる,10.0
生成・消滅,排する,10.0
生成・消滅,流れる,9.0
生成・消滅,取れる,9.0
生成・消滅,表現する,8.0
生成・消滅,消滅する,8.0
生成・消滅,誘発する,7.0
生成・消滅,解消する,6.0
生成・消滅,出す,6.0
生成・消滅,併用する,6.0
生成・消滅,さらす,6.0
生成・消滅,触診する,5.0
生成・消滅,作成する,5.0
生成・消滅,確立する,4.0
生成・消滅,埋没する,4.0
生成・消滅,合計する,4.0
生成・消滅,偏在する,4.0
生成・消滅,不可避,4.0
生成・消滅,つくる,4.0
生成・消滅,頻発する,3.0
生成・消滅,造る,3.0
生成・消滅,脱脂する,3.0
生成・消滅,打つ,3.0
生成・消滅,選ぶ,2.0
生成・消滅,整える,2.0
生成・消滅,採る,2.0
生成・消滅,振る,2.0
生成・消滅,引く,2.0
生成・消滅,廃棄する,2.0
生成・消滅,喪失する,2.0
生成・消滅,再現する,2.0
生成・消滅,倒れる,2.0
生成・消滅,かむ,2.0
生成・消滅,立つ,1.0
生成・消滅,来る,1.0
生成・消滅,懸かる,1.0
生成・消滅,多発する,1.0
生成・消滅,とれる,1.0
状態維持,監視する,3001.0
状態維持,管理する,656.0
状態維持,保持する,498.0
状態維持,予防する,160.0
状態維持,保つ,83.0
状態維持,チェックする,64.0
状態維持,防止する,54.0
状態維持,維持する,43.0
状態維持,保管する,39.0
状態維持,押す,34.0
状態維持,立てる,26.0
状態維持,開ける,9.0
状態維持,確保する,9.0
状態維持,支持する,9.0
状態維持,防ぐ,8.0
状態維持,弱い,8.0
状態維持,支える,5.0
状態維持,耐える,4.0
状態維持,残す,3.0
状態維持,抑制する,3.0
状態維持,激しい,2.0
状態維持,強力,2.0
状態維持,保てる,2.0
状態維持,立つ,1.0
状態変化,正常,3822.0
状態変化,重要,734.0
状態変化,変動する,529.0
状態変化,悪化する,29.0
状態変化,イオン化する,24.0
状態変化,落とす,12.0
状態変化,正しい,12.0
状態変化,沈む,10.0
状態変化,弱い,8.0
状態変化,過熱する,6.0
状態変化,急変する,6.0
状態変化,定める,3.0
状態変化,落ち着く,2.0
状態変化,照らす,2.0
状態変化,濁る,2.0
状態変化,激しい,2.0
状態変化,強力,2.0
状態変化,収まる,1.0
状態変化,傾く,1.0
状態変化,主要,1.0
状態,留まる,1455.0
状態,落ち着く,2.0
未登録,起す,6061.0
未登録,ppm検出する,2286.0
未登録,ランク上昇する,2005.0
未登録,ランク減少する,1887.0
未登録,定量化する,1784.0
未登録,ランク増加する,1765.0
未登録,くださる,1697.0
未登録,無い,1418.0
未登録,更,1344.0
未登録,ランク低下する,1230.0
未登録,傾向監視する,1073.0
未登録,安定,837.0
未登録,わかる,786.0
未登録,いたす,529.0
未登録,異常,510.0
未登録,大型化する,492.0
未登録,桁上昇する,334.0
未登録,判る,320.0
未登録,すべる,300.0
未登録,お願いする,265.0
未登録,分光する,244.0
未登録,.ppm検出する,223.0
未登録,黒化する,222.0
未登録,行える,176.0
未登録,僅か,171.0
未登録,酸化劣化する,157.0
未登録,微量検出する,135.0
未登録,min減少する,127.0
未登録,いただける,123.0
未登録,桁減少する,110.0
未登録,あらわす,109.0
未登録,いただく,107.0
未登録,桁低下する,103.0
未登録,m増加する,101.0
未登録,分る,100.0
未登録,中和反応する,89.0
未登録,観る,86.0
未登録,継続使用する,77.0
未登録,とらえる,77.0
未登録,程度摩耗する,69.0
未登録,追加実施する,67.0
未登録,化学反応する,65.0
未登録,年使用する,63.0
未登録,もとめる,60.0
未登録,行なう,56.0
未登録,おこなう,54.0
未登録,達す,51.0
未登録,min上昇する,46.0
未登録,min増加する,45.0
未登録,でる,44.0
未登録,ランク改善する,43.0
未登録,いたる,43.0
未登録,配列数値化する,40.0
未登録,.検出する,38.0
未登録,数値化する,36.0
未登録,もどす,36.0
未登録,各々上昇する,35.0
未登録,摩耗形態観察する,34.0
未登録,摺動する,33.0
未登録,ppm増加する,33.0
未登録,傾向管理する,32.0
未登録,適す,31.0
未登録,あたえる,31.0
未登録,m摩耗する,31.0
未登録,良い,29.0
未登録,停る,28.0
未登録,.m摩耗する,28.0
未登録,溶解分散する,27.0
未登録,%減少する,27.0
未登録,ヶ月間使用する,25.0
未登録,.mgKOH/g上昇する,25.0
未登録,易い,24.0
未登録,勘合する,22.0
未登録,全量交換する,22.0
未登録,フラッシングする,22.0
未登録,形態観察観察する,21.0
未登録,あたる,21.0
未登録,.m増加する,21.0
未登録,短命化する,20.0
未登録,次元化する,20.0
未登録,摩耗損傷する,20.0
未登録,ppm減少する,20.0
未登録,発錆する,19.0
未登録,継続監視する,18.0
未登録,疲労剥離する,18.0
未登録,延伸化する,18.0
未登録,スラッジ化する,18.0
未登録,cm程度沈降する,18.0
未登録,cm沈降する,18.0
未登録,診断評価する,17.0
未登録,年経過する,17.0
未登録,回実施する,17.0
未登録,バランスする,17.0
未登録,鉛メッキする,16.0
未登録,各々増加する,16.0
未登録,分解点検する,16.0
未登録,mgKOH/g比較する,16.0
未登録,熱分解する,15.0
未登録,早期発見する,15.0
未登録,亜鉛メッキする,15.0
未登録,近づく,14.0
未登録,見出す,14.0
未登録,繰返す,14.0
未登録,発生残留する,14.0
未登録,桁改善する,14.0
未登録,交換軟化する,14.0
未登録,リットル程度補給する,14.0
未登録,トリップする,14.0
未登録,あらう,14.0
未登録,主,13.0
未登録,ppm上昇する,13.0
未登録,計数する,12.0
未登録,給脂する,12.0
未登録,排油する,12.0
未登録,年間使用する,12.0
未登録,全量実施する,12.0
未登録,個観察する,12.0
未登録,.mgKOH/g増加する,12.0
未登録,追加分析する,11.0
未登録,.mg/ml増加する,11.0
未登録,関わる,10.0
未登録,長期間化する,10.0
未登録,反応生成する,10.0
未登録,全量採油する,10.0
未登録,個カウントする,10.0
未登録,ともなう,10.0
未登録,軽度,9.0
未登録,偏摩耗する,9.0
未登録,使用継続する,9.0
未登録,伺える,9.0
未登録,おきる,9.0
未登録,開放点検する,8.0
未登録,過す,8.0
未登録,精点A実施する,8.0
未登録,消泡する,8.0
未登録,油する,8.0
未登録,担保する,8.0
未登録,多数確認する,8.0
未登録,偏心する,8.0
未登録,ヶ月間停止する,8.0
未登録,ラン増加する,8.0
未登録,およぼす,8.0
未登録,あわせる,8.0
未登録,pm検出する,8.0
未登録,NAS級到達する,8.0
未登録,おく,7.0
未登録,ppm各々増加する,7.0
未登録,重合反応する,6.0
未登録,診断解析する,6.0
未登録,結びつく,6.0
未登録,程度影響する,6.0
未登録,移着する,6.0
未登録,標準化する,6.0
未登録,桁増加する,6.0
未登録,日経過する,6.0
未登録,心がける,6.0
未登録,微量増加する,6.0
未登録,微小欠損する,6.0
未登録,当たりする,6.0
未登録,強制循環する,6.0
未登録,充水する,6.0
未登録,倍増加する,6.0
未登録,付着堆積する,6.0
未登録,モニタする,6.0
未登録,わする,6.0
未登録,いう,6.0
未登録,~％添加する,6.0
未登録,mm上昇する,6.0
未登録,mgKOH/g上昇する,6.0
未登録,L廃油する,6.0
未登録,.％上昇する,6.0
未登録,.mg/ml減少する,6.0
未登録,解析評価する,5.0
未登録,至急変更する,5.0
未登録,直接接触する,5.0
未登録,理論計算する,5.0
未登録,気づく,5.0
未登録,比較評価する,5.0
未登録,比較検討する,5.0
未登録,機器稼動する,5.0
未登録,採取分析する,5.0
未登録,充分,5.0
未登録,ランク悪化する,5.0
未登録,トライボ診断する,5.0
未登録,うかがえる,5.0
未登録,ppm低下する,5.0
未登録,L補給する,5.0
未登録,.％減少する,5.0
未登録,音波洗浄する,4.0
未登録,鉄検出する,4.0
未登録,過剰,4.0
未登録,進行状況確認する,4.0
未登録,通り確認する,4.0
未登録,起動停止する,4.0
未登録,試料採取する,4.0
未登録,解る,4.0
未登録,置換える,4.0
未登録,程度稼動する,4.0
未登録,程度冠水する,4.0
未登録,発生原因観察する,4.0
未登録,溶出摩耗する,4.0
未登録,水分低下する,4.0
未登録,替る,4.0
未登録,推奨島する,4.0
未登録,循環使用する,4.0
未登録,往復転動する,4.0
未登録,当る,4.0
未登録,奨めする,4.0
未登録,大量,4.0
未登録,回分析する,4.0
未登録,取り除ける,4.0
未登録,判する,4.0
未登録,偏芯する,4.0
未登録,依る,4.0
未登録,亘る,4.0
未登録,一定量除去する,4.0
未登録,リットル補給する,4.0
未登録,ニッケルメッキする,4.0
未登録,スペクトルパターン一致する,4.0
未登録,れる,4.0
未登録,みえる,4.0
未登録,かりる,4.0
未登録,うける,4.0
未登録,min低下する,4.0
未登録,mg/ml上昇する,4.0
未登録,.上昇する,4.0
未登録,.mg/ml改善する,4.0
未登録,%程度摩耗する,4.0
未登録,%摩耗する,4.0
未登録,静置する,3.0
未登録,観察分析する,3.0
未登録,要す,3.0
未登録,行い対処する,3.0
未登録,目視点検する,3.0
未登録,発生数する,3.0
未登録,状態移行する,3.0
未登録,特性する,3.0
